Finanskontoalias,Angivelse af finanskontoalias,Type,Brugergruppe/bruger,Ændret af
0200664906,99008-028203999-990016-499-A020215--1012,Delt,,FujAdm07
0200669401,99008-028203999-990016-949-A020215--1012,Delt,,FujAdm07
0200784006,99008-028203999-990016-409-A020078--1012,Delt,,FujAdm07
0200854004,99008-028203999-990016-409-A020229--,Delt,,FujAdm07
0201074002,99008-028203999-990016-409-A020235--1012,Delt,,FujAdm07
0201074908,99008-028203999-990016-499-A020235--1012,Delt,,FujAdm07
0201094003,99008-028203999-990016-409-A020109--1012,Delt,,FujAdm07
0201124050,99008-028203999-990016-409-A020033--1012,Delt,,FujAdm07
0201124905,99008-028203999-990016-499-A020033--1012,Delt,,FujAdm07
0201132908,99008-028203999-990016-299-A020109--1012,Delt,,FujAdm07
0201134501,99008-028203999-990016-459-A020109--1012,Delt,,FujAdm07
0201139406,99008-028203999-990016-949-A020109--1012,Delt,,FujAdm07
0201147905,99008-028203999-990016-799TS-A020007--6062,Delt,,FujAdm07
0201154006,99008-028203999-990016-409-A020008--1012,Delt,,FujAdm07
0201154502,99008-028203999-990016-459-A020008--1012,Delt,,FujAdm07
0201154901,99008-028203999-990016-499-A020008--1012,Delt,,FujAdm07
0201159202,99008-028203999-990016-929-A020008--1012,Delt,,FujAdm07
0201164508,99008-028203999-990016-459-A020008--1012,Delt,,FujAdm07
0201164907,99008-028203999-990016-499-A020008--1012,Delt,,FujAdm07
0201169402,99008-028203999-990016-949-A020008--1012,Delt,,FujAdm07
0201172950,99008-028203999-990016-299-A020008--1012,Delt,,FujAdm07
0201174007,99008-028203999-990016-409-A020008--1012,Delt,,FujAdm07
0201174503,99008-028203999-990016-459-A020008--1012,Delt,,FujAdm07
0201174902,99008-028203999-990016-499-A020008--1012,Delt,,FujAdm07
0201179408,99008-028203999-990016-949-A020008--1012,Delt,,FujAdm07
0201304008,99008-028203999-990016-409-A020030--1012,Delt,,FujAdm07
0201322901,99008-028203999-990016-299-A020078--1012,Delt,,FujAdm07
0201324505,99008-028203999-990016-459-A020078--1012,Delt,,FujAdm07
0201324904,99008-028203999-990016-499-A020078--1012,Delt,,FujAdm07
0201332907,99008-028203999-990016-299-A020052--1012,Delt,,FujAdm07
0201334004,99008-028203999-990016-409-A020052--1012,Delt,,FujAdm07
0201334500,99008-028203999-990016-459-A020052--1012,Delt,,FujAdm07
0201702909,08011-028201999-080072-299---1012,Delt,,FujAdm07
0201704502,08011-028201999-080072-459---1012,Delt,,FujAdm07
0201704901,08011-028201999-080072-499---1012,Delt,,FujAdm07
0201709407,08011-028201999-080072-949---1012,Delt,,FujAdm07
0202124003,99008-028203999-990016-409-A020212--1012,Delt,,FujAdm07
0202124550,99008-028203999-990016-459-A020212--1012,Delt,,FujAdm07
0202134009,99008-028203999-990016-409-A020212--,Delt,,FujAdm07
0202134505,99008-028203999-990016-459-A020212--1012,Delt,,FujAdm07
0202144004,99008-028203999-990016-409-A020212--,Delt,,FujAdm07
0202144500,99008-028203999-990016-459-A020212--1012,Delt,,FujAdm07
0202352901,99008-028203999-990016-299-A020235--1012,Delt,,FujAdm07
0202354505,99008-028203999-990016-459-A020235--1012,Delt,,FujAdm07
0202354904,99008-028203999-990016-499-A020235--1012,Delt,,FujAdm07
0202359450,99008-028203999-990016-949-A020235--1012,Delt,,FujAdm07
0202384005,99008-028203999-990016-409-A020238--1012,Delt,,FujAdm07
0202392903,99008-028203999-990016-299-A020238--1012,Delt,,FujAdm07
0202394507,99008-028203999-990016-459-A020238--1012,Delt,,FujAdm07
0202399401,99008-028203999-990016-949-A020238--1012,Delt,,FujAdm07
0202434002,99008-028203999-990016-409-A020243--1012,Delt,,FujAdm07
0202434908,99008-028203999-990016-499-A020243--1012,Delt,,FujAdm07
0202442900,99008-028203999-990016-299-A020243--1012,Delt,,FujAdm07
0202444008,99008-028203999-990016-409-A020243--1012,Delt,,FujAdm07
0202444504,99008-028203999-990016-459-A020243--1012,Delt,,FujAdm07
0202444903,99008-028203999-990016-499-A020243--1012,Delt,,FujAdm07
0202449409,99008-028203999-990016-949-A020243--1012,Delt,,FujAdm07
0202452906,99008-028203999-990016-299-A020243--1012,Delt,,FujAdm07
0202454003,99008-028203999-990016-409-A020243--,Delt,,FujAdm07
0202454550,99008-028203999-990016-459-A020243--1012,Delt,,FujAdm07
0202454909,99008-028203999-990016-499-A020243--1012,Delt,,FujAdm07
0202459404,99008-028203999-990016-949-A020243--1012,Delt,,FujAdm07
0202462901,99008-028203999-990016-299-A020243--1012,Delt,,FujAdm07
0202464009,99008-028203999-990016-409-A020243--1012,Delt,,FujAdm07
0202464505,99008-028203999-990016-459-A020243--1012,Delt,,FujAdm07
0202464904,99008-028203999-990016-499-A020243--1012,Delt,,FujAdm07
0202469450,99008-028203999-990016-949-A020243--1012,Delt,,FujAdm07
0202472907,99008-028203999-990016-299-A020243--1012,Delt,,FujAdm07
0202474004,99008-028203999-990016-409-A020243--1012,Delt,,FujAdm07
0202474500,99008-028203999-990016-459-A020243--1012,Delt,,FujAdm07
0202474950,99008-028203999-990016-499-A020243--1012,Delt,,FujAdm07
0202479405,99008-028203999-990016-949-A020243--1012,Delt,,FujAdm07
0202482902,99008-028203999-990016-299-A020243--1012,Delt,,FujAdm07
0202484050,99008-028203999-990016-409-A020243--1012,Delt,,FujAdm07
0202484506,99008-028203999-990016-459-A020243--1012,Delt,,FujAdm07
0202484905,99008-028203999-990016-499-A020243--1012,Delt,,FujAdm07
0202489400,99008-028203999-990016-949-A020243--1012,Delt,,FujAdm07
0202492908,99008-028203999-990016-299-A020243--1012,Delt,,FujAdm07
0202494005,99008-028203999-990016-409-A020243--1012,Delt,,FujAdm07
0202494501,99008-028203999-990016-459-A020243--1012,Delt,,FujAdm07
0202494900,99008-028203999-990016-499-A020243--1012,Delt,,FujAdm07
0202499406,99008-028203999-990016-949-A020243--1012,Delt,,FujAdm07
0202529208,08022-028201999-080006-929---1012,Delt,,FujAdm07
0202534007,99008-028203999-990016-409-A020253--1012,Delt,,FujAdm07
0202542905,99008-028203999-990016-299-A020253--1012,Delt,,FujAdm07
0202544002,99008-028203999-990016-409-A020253--,Delt,,FujAdm07
0202544509,99008-028203999-990016-459-A020253--1012,Delt,,FujAdm07
0202549403,99008-028203999-990016-949-A020253--1012,Delt,,FujAdm07
0202554008,99008-028203999-990016-409-A020253--,Delt,,FujAdm07
0202554504,99008-028203999-990016-459-A020253--1012,Delt,,FujAdm07
0202559409,99008-028203999-990016-949-A020253--1012,Delt,,FujAdm07
0202564003,99008-028203999-990016-409-A020253--,Delt,,FujAdm07
0202564550,99008-028203999-990016-459-A020253--1012,Delt,,FujAdm07
0202604005,99008-028203999-990016-409-A020239--1012,Delt,,FujAdm07
0202604900,99008-028203999-990016-499-A020239--1012,Delt,,FujAdm07
0202611001,08002-028201999-060601-109---,Delt,,jun
0202614000,08002-028201200-060602-409---,Delt,,emu
0202619150,08002-028201200-060602-919---,Delt,,emu
0202619703,08002-028201200-080001-979---1012,Delt,,FujAdm07
0202622909,08022-028201200-060602-299---,Delt,,emu
0202624006,08022-028201200-060602-409---,Delt,,emu
0202624901,08022-028201200-060602-499---,Delt,,emu
0202629202,08022-028201200-080006-929---1012,Delt,,FujAdm07
0202629407,08022-028201200-080006-949---1012,Delt,,FujAdm07
0202654509,99008-028203999-990016-459-A020239--1012,Delt,,FujAdm07
0202672906,99008-028203999-990016-299-A020239--1012,Delt,,FujAdm07
0202674003,99008-028203999-990016-409-A020239--1012,Delt,,FujAdm07
0202674550,99008-028203999-990016-459-A020239--1012,Delt,,FujAdm07
0202674909,99008-028203999-990016-499-A020239--1012,Delt,,FujAdm07
0202682901,99008-028203999-990016-299-A020239--1012,Delt,,FujAdm07
0202684505,99008-028203999-990016-459-A020239--1012,Delt,,FujAdm07
0202684904,99008-028203999-990016-499-A020239--1012,Delt,,FujAdm07
0202694500,99008-028203999-990016-459-A020239--1012,Delt,,FujAdm07
0202699405,99008-028203999-990016-949-A020239--1012,Delt,,FujAdm07
0202704506,99008-028203999-990016-459-A020239--1012,Delt,,FujAdm07
0202704905,99008-028203999-990016-499-A020239--1012,Delt,,FujAdm07
0202714005,99008-028203999-990016-409-A020244--1012,Delt,,FujAdm07
0202724507,99008-028203999-990016-459-A020244--1012,Delt,,FujAdm07
0202754503,08022-028201999-080120-459---1012,Delt,,FujAdm07
0203391005,08002-025151001-060601-109---,Delt,,jun
0203411006,08002-048701999-060601-109---,Delt,,jun
0203421001,08002-038501999-060601-109---,Delt,,jun
0203431007,08002-025151001-060601-109---,Delt,,jun
0203441002,08002-055931002-060601-109---,Delt,,jun
0203524501,99008-028203999-990016-459-A020225--1012,Delt,,FujAdm07
0203894503,99008-028203999-990016-459-A020213--1012,Delt,,FujAdm07
0205004505,99008-028203999-990016-459-A020214--1012,Delt,,FujAdm07
0205014500,99008-028203999-990016-459-A020214--1012,Delt,,FujAdm07
0206002905,08022-028201999-080121-299---1012,Delt,,FujAdm07
0206004002,08022-028201999-080121-409---1012,Delt,,FujAdm07
0206004509,08022-028201999-080121-459---1012,Delt,,FujAdm07
0206004908,08022-028201999-080121-499---,Delt,,FujAdm07
0206009403,08022-028201999-080121-949---1012,Delt,,FujAdm07
0206014504,08022-028201999-080121-459---1012,Delt,,FujAdm07
0206024550,08022-028201999-080121-459---1012,Delt,,FujAdm07
0206032901,08022-028201999-080123-299---1012,Delt,,FujAdm07
0206034505,08022-028201999-080123-459---1012,Delt,,FujAdm07
0206039450,08022-028201999-080123-949---1012,Delt,,FujAdm07
0206044500,08022-028201999-080124-459---1012,Delt,,FujAdm07
0206049405,08022-028201999-080124-949---1012,Delt,,FujAdm07
0206064501,08022-028201999-080125-459---1012,Delt,,FujAdm07
0206069406,08022-028201999-080125-949---1012,Delt,,FujAdm07
0206074507,08022-028201999-080126-459---1012,Delt,,FujAdm07
0206079401,08022-028201999-080126-949---1012,Delt,,FujAdm07
0206084502,08022-028201999-080127-459---1012,Delt,,FujAdm07
0206089407,08022-028201999-080127-949---1012,Delt,,FujAdm07
0206122900,08022-028201999-080128-299---1012,Delt,,FujAdm07
0206124504,08022-028201999-080128-459---1012,Delt,,FujAdm07
0206127708,08022-028201999-080128-779---1012,Delt,,FujAdm07
0206129204,08022-028201999-080128-929---1012,Delt,,FujAdm07
0206129409,08022-028201999-080128-949---1012,Delt,,FujAdm07
0206132302,08022-028201999-080129-239---1012,Delt,,FujAdm07
0206132906,08022-028201999-080129-299---1012,Delt,,FujAdm07
0206134550,08022-028201999-080129-459---1012,Delt,,FujAdm07
0206154004,08022-028201999-080050-409---1012,Delt,,FujAdm07
0206154500,08022-028201999-080050-459---1012,Delt,,FujAdm07
0206154950,08022-028201999-080050-499---1012,Delt,,FujAdm07
0206164506,08022-028201999-080130-459---1012,Delt,,FujAdm07
0206184507,08022-028201999-080050-459---1012,Delt,,FujAdm07
0207814504,99004-028203999-990026-459-A020200--1012,Delt,,FujAdm07
0213554700,99003-028203999-990016-479-A021207--1012,Delt,,FujAdm07
0213564706,99003-028203999-990016-479-A021207--1012,Delt,,FujAdm07
0213574701,99003-028203999-990016-479-A021207--,Delt,,FujAdm07
0213584707,99003-028203999-990016-479-A021207--1012,Delt,,FujAdm07
0213664700,99003-028203999-990016-479-A021207--1012,Delt,,FujAdm07
"0310011002
",04041-032311999-040012-109---,Delt,,madw
0310014001,02039-032311999-026100-409---,Delt,,jun
0310021008,04041-032311999-060601-109---,Delt,,jun
0310024007,04041-032311999-060602-409---,Delt,,jun
0310041009,02039-032311999-060601-109---,Delt,,jun
0310044008,02039-032311999-060602-409---,Delt,,jun
0310071005,02039-032311200-060601-109---,Delt,,jun
0310081000,02039-032311999-060601-109---,Delt,,jun
0310091006,02039-032311999-060601-109---,Delt,,jun
0310101001,02039-032311999-060601-106---,Delt,,jun
0310111007,02039-032311999-060601-106---,Delt,,jun
0310501050,02004-032311999-060601-109---,Delt,,jun
0310514950,02004-032311999-029001-499---4035,Delt,,FujAdm07
0310554006,04041-032311999-040008-409---4035,Delt,,ajml
0310554901,04041-032311999-040008-499---4035,Delt,,ajml
0310562904,02004-032311999-029011-299---4035,Delt,,FujAdm07
0310582905,02004-032311999-020002-299---4035,Delt,,FujAdm07
0310592900,02004-032311999-029002-299---4035,Delt,,FujAdm07
0310594504,02004-032311999-029002-459---4035,Delt,,FujAdm07
0310594903,02004-032311999-029002-499---4035,Delt,,FujAdm07
0310612901,02004-032311999-029011-299---4035,Delt,,FujAdm07
0310614904,02004-032311999-029011-499---4035,Delt,,FujAdm07
0310802905,02004-032311999-026005-299---4035,Delt,,FujAdm07
0310812900,02039-032311999-029088-299---,Delt,,jun
0310814008,02039-032311999-029088-409---,Delt,,jun
0310814903,02039-032311999-029088-499---,Delt,,jun
0310822906,02004-032311999-029002-299---4035,Delt,,FujAdm07
0311114506,99004-032313999-990028-459-A031111--4038,Delt,,FujAdm07
0311114905,99004-032313999-990028-499-A031111--4038,Delt,,FujAdm07
0311122908,99004-032313999-990028-299-A031112--4038,Delt,,FujAdm07
0311124501,99004-032313999-990028-459-A031112--4038,Delt,,FujAdm07
0311124900,99004-032313999-990028-499-A031112--4038,Delt,,FujAdm07
0311144502,99002-032313999-990016-459-A031113--4035,Delt,,FujAdm07
0311152904,99002-032313999-990016-299-A031113--4035,Delt,,FujAdm07
0311154508,99002-032313999-990016-459-A031113--4035,Delt,,FujAdm07
0311154907,99002-032313999-990016-499-A031113--4035,Delt,,FujAdm07
0311162950,99002-032313999-990016-299-A031113--4035,Delt,,FujAdm07
0311164503,99002-032313999-990016-459-A031113--4035,Delt,,FujAdm07
0311164902,99002-032313999-990016-499-A031113--4035,Delt,,FujAdm07
0311182900,99002-032313999-990016-299-A031113--4035,Delt,,FujAdm07
0311184504,99002-032313999-990016-459-A031113--4035,Delt,,FujAdm07
0312051001,02006-032311999-060601-109---,Delt,,jun
0312104008,02006-032311999-029001-409---,Delt,,mmge
0312254050,04041-032311999-040008-409---4035,Delt,,ajml
0312254905,04041-032311999-040008-499---4035,Delt,,ajml
0312352303,02006-032311999-029011-239---4035,Delt,,FujAdm07
0312352907,02006-032311999-029011-299---4035,Delt,,FujAdm07
0312354500,02006-032311999-029011-459---4035,Delt,,FujAdm07
0312354950,02039-032311999-029011-499---,Delt,,jun
0312359405,02006-032311999-029011-949---4035,Delt,,FujAdm07
0312464950,99004-032313999-990027-499-A031246--4035,Delt,,FujAdm07
0312469405,99004-032313999-990027-949-A031246--4035,Delt,,FujAdm07
0312504502,99004-032313999-990027-459-A031246--4035,Delt,,FujAdm07
0312652900,02039-032311999-026007-299---,Delt,,jun
0312654504,02039-032311999-026007-459---,Delt,,jun
0312702304,02039-032311999-026007-239---,Delt,,jun
0312702908,02039-032311999-026007-299---,Delt,,jun
0312802902,02006-032311999-026007-299---4035,Delt,,FujAdm07
0312804506,02039-032311999-026007-459---,Delt,,jun
0312804905,02039-032311999-029012-499---,Delt,,jun
0312874008,02006-032311999-029012-409---4035,Delt,,FujAdm07
0312874903,02039-032311999-029012-499---,Delt,,jun
0312962950,99004-032313999-990027-299-A031296--4035,Delt,,FujAdm07
0312964503,02006-032311999-026008-459---4035,Delt,,FujAdm07
0312964902,99004-032313999-990027-499-A031296--4035,Delt,,FujAdm07
0312977907,99004-032313999-990027-799-A031297--4035,Delt,,FujAdm07
0313004503,99004-032313999-990027-459-A031296--4035,Delt,,FujAdm07
0313134504,02006-032311999-026008-459---4035,Delt,,FujAdm07
0313162907,02006-032311999-029001-299---4035,Delt,,FujAdm07
0313267903,02050-335641999-029087-979---,Delt,,emu
0313269701,02050-335641999-029087-979---,Delt,,emu
0313282902,02006-032311999-026006-299---,Delt,,jun
0313284506,02006-032311999-026006-459---4035,Delt,,FujAdm07
0313284905,02039-032311999-026006-499---,Delt,,jun
0313294900,02039-032311999-026006-499---,Delt,,jun
0313312909,99002-032313999-990016-299-A031331--4035,Delt,,FujAdm07
0313322904,02006-032311999-026006-299---,Delt,,jun
0313324907,02039-032311999-026006-499---,Delt,,jun
0313332950,02006-032311999-026006-299---,Delt,,jun
0313334007,02006-032311999-026006-409---4035,Delt,,FujAdm07
0313334902,02039-032311999-026006-499---,Delt,,jun
0313342905,02006-032311999-026006-299---,Delt,,jun
0313344002,02006-032311999-026006-409---4035,Delt,,FujAdm07
0313344908,02039-032311999-026006-499---,Delt,,jun
0313352900,02006-032311999-026006-299---,Delt,,jun
0313354903,02039-032311999-026006-499---,Delt,,jun
0313359700,02006-032311999-026006-979---4035,Delt,,FujAdm07
0313382907,02006-032311999-026006-299---,Delt,,jun
0313384950,02039-032311999-026006-499---,Delt,,jun
0313392902,02006-032311999-026006-299---,Delt,,jun
0313394905,02039-032311999-026006-499---,Delt,,jun
0313404005,02006-032311999-026006-409---4035,Delt,,FujAdm07
0313404501,02006-032311999-026006-459---4035,Delt,,FujAdm07
0313404900,02039-032311999-026006-499---,Delt,,jun
0313422909,02006-032311999-026006-299---,Delt,,jun
0313424502,02006-032311999-026006-459---4035,Delt,,FujAdm07
0313424901,02039-032311999-026006-499---,Delt,,jun
0313434001,02006-032311999-026006-409---4035,Delt,,FujAdm07
0313434508,02006-032311999-026006-459---4035,Delt,,FujAdm07
0313452905,02006-032311999-029002-299---4035,Delt,,FujAdm07
0313454908,02006-032311999-029002-499---4035,Delt,,FujAdm07
0313572900,02006-032311999-029002-299---4035,Delt,,FujAdm07
0313574903,02006-032311999-029002-499---4035,Delt,,FujAdm07
0313602206,02006-032311999-029003-229---4035,Delt,,FujAdm07
0313602907,02006-032311999-029003-299---4035,Delt,,FujAdm07
0313604004,02006-032311999-029003-409---4035,Delt,,FujAdm07
0313604950,02006-032311999-029003-499---4035,Delt,,FujAdm07
0313652203,02006-032311999-029003-229---4035,Delt,,FujAdm07
0313652904,02006-032311999-029003-299---4035,Delt,,FujAdm07
0313654001,02006-032311999-029003-409---4035,Delt,,FujAdm07
0313654907,02006-032311999-029003-499---4035,Delt,,FujAdm07
0313784002,02006-032311999-026010-409---4035,Delt,,FujAdm07
0313784908,02006-032311999-026010-499TS---4035,Delt,,FujAdm07
0313787109,04041-032311999-040014-719---4035,Delt,,ajml
0313787206,02006-032311999-026010-729TS---4035,Delt,,FujAdm07
0313787907,02006-032311999-026010-799TS---4035,Delt,,FujAdm07
0313789403,02006-032311999-026010-949---4035,Delt,,FujAdm07
0313794903,02006-032311999-026010-499TS---4035,Delt,,FujAdm07
0313797201,02006-032311999-026010-729TS---4035,Delt,,FujAdm07
0313797902,02006-032311999-026010-799TS---4035,Delt,,FujAdm07
0313911004,02006-032311200-060601-109---,Delt,,jun
0313921050,02005-032311999-060601-109---,Delt,,jun
0313932907,02005-032311999-029001-299---4035,Delt,,FujAdm07
0313934004,02005-032311999-029001-409---,Delt,,mmge
0313934950,02005-032311999-029001-499---4035,Delt,,FujAdm07
0313952908,02005-032311999-020002-299---4035,Delt,,FujAdm07
0313954900,02005-032311999-020002-499---4035,Delt,,FujAdm07
0313964000,04041-032311999-040008-409---4035,Delt,,ajml
0313964906,04041-032311999-040008-499---4035,Delt,,ajml
0313972909,02005-032311999-026011-299---4035,Delt,,FujAdm07
0313974502,02005-032311999-026011-459---4035,Delt,,FujAdm07
0313974901,02005-032311999-026011-499---4035,Delt,,FujAdm07
0313979407,02005-032311999-026011-949---4035,Delt,,FujAdm07
0313984907,02005-032311999-026012-499---4035,Delt,,FujAdm07
0313992950,02005-032311999-026011-299---4035,Delt,,FujAdm07
0314012208,02005-032311999-029003-229---4035,Delt,,FujAdm07
0314012909,02005-032311999-029003-299---4035,Delt,,FujAdm07
0314014006,02005-032311999-029003-409---4035,Delt,,FujAdm07
0314014901,02005-032311999-029003-499---4035,Delt,,FujAdm07
0314022904,02005-032311999-029002-299---4035,Delt,,FujAdm07
0314024508,02005-032311999-029002-459---4035,Delt,,FujAdm07
0314024907,02005-032311999-029002-499---4035,Delt,,FujAdm07
0314037200,02005-032311999-026001-729---4035,Delt,,FujAdm07
